법정동코드_변경후	법정동명_변경후	생성일자_변경후	삭제일자_변경후	법정동코드_변경전	법정동명_변경전	생성일자_변경전	삭제일자_변경전	변경내역
4725032023	경상북도 상주시 사벌면 두릉리		2019-12-30	4788032023	경상북도 상주군 사벌면 두릉리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032023 > 4725032023 | [법정동명 변경내역]: 상주군 > 상주시
4725032024	경상북도 상주시 사벌면 목가리		2019-12-30	4788032024	경상북도 상주군 사벌면 목가리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032024 > 4725032024 | [법정동명 변경내역]: 상주군 > 상주시
4725032025	경상북도 상주시 사벌면 덕가리		2019-12-30	4788032025	경상북도 상주군 사벌면 덕가리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032025 > 4725032025 | [법정동명 변경내역]: 상주군 > 상주시
4725032026	경상북도 상주시 사벌면 용담리		2019-12-30	4788032026	경상북도 상주군 사벌면 용담리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032026 > 4725032026 | [법정동명 변경내역]: 상주군 > 상주시
4725032027	경상북도 상주시 사벌면 묵상리		2019-12-30	4788032027	경상북도 상주군 사벌면 묵상리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032027 > 4725032027 | [법정동명 변경내역]: 상주군 > 상주시
4725032028	경상북도 상주시 사벌면 묵하리		2019-12-30	4788032028	경상북도 상주군 사벌면 묵하리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032028 > 4725032028 | [법정동명 변경내역]: 상주군 > 상주시
4725032029	경상북도 상주시 사벌면 매협리		2019-12-30	4788032029	경상북도 상주군 사벌면 매협리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032029 > 4725032029 | [법정동명 변경내역]: 상주군 > 상주시
4725032030	경상북도 상주시 사벌면 매호리		2019-12-30	4788032030	경상북도 상주군 사벌면 매호리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032030 > 4725032030 | [법정동명 변경내역]: 상주군 > 상주시
4725032031	경상북도 상주시 사벌면 퇴강리		2019-12-30	4788032031	경상북도 상주군 사벌면 퇴강리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032031 > 4725032031 | [법정동명 변경내역]: 상주군 > 상주시
4725032032	경상북도 상주시 사벌면 엄암리		2019-12-30	4788032032	경상북도 상주군 사벌면 엄암리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032032 > 4725032032 | [법정동명 변경내역]: 상주군 > 상주시
4725032033	경상북도 상주시 사벌면 금흔리		2019-12-30	4788032033	경상북도 상주군 사벌면 금흔리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032033 > 4725032033 | [법정동명 변경내역]: 상주군 > 상주시
4725032034	경상북도 상주시 사벌면 화달리		2019-12-30	4788032034	경상북도 상주군 사벌면 화달리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032034 > 4725032034 | [법정동명 변경내역]: 상주군 > 상주시
4725032035	경상북도 상주시 사벌면 삼덕리		2019-12-30	4788032035	경상북도 상주군 사벌면 삼덕리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788032035 > 4725032035 | [법정동명 변경내역]: 상주군 > 상주시
4725033000	경상북도 상주시 낙동면			4788033000	경상북도 상주군 낙동면	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033000 > 4725033000 | [법정동명 변경내역]: 상주군 > 상주시
4725033021	경상북도 상주시 낙동면 상촌리			4788033021	경상북도 상주군 낙동면 상촌리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033021 > 4725033021 | [법정동명 변경내역]: 상주군 > 상주시
4725033022	경상북도 상주시 낙동면 낙동리			4788033022	경상북도 상주군 낙동면 낙동리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033022 > 4725033022 | [법정동명 변경내역]: 상주군 > 상주시
4725033023	경상북도 상주시 낙동면 장곡리			4788033023	경상북도 상주군 낙동면 장곡리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033023 > 4725033023 | [법정동명 변경내역]: 상주군 > 상주시
4725033024	경상북도 상주시 낙동면 구잠리			4788033024	경상북도 상주군 낙동면 구잠리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033024 > 4725033024 | [법정동명 변경내역]: 상주군 > 상주시
4725033025	경상북도 상주시 낙동면 물량리			4788033025	경상북도 상주군 낙동면 물량리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033025 > 4725033025 | [법정동명 변경내역]: 상주군 > 상주시
4725033026	경상북도 상주시 낙동면 분황리			4788033026	경상북도 상주군 낙동면 분황리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033026 > 4725033026 | [법정동명 변경내역]: 상주군 > 상주시
4725033027	경상북도 상주시 낙동면 성동리			4788033027	경상북도 상주군 낙동면 성동리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033027 > 4725033027 | [법정동명 변경내역]: 상주군 > 상주시
4725033028	경상북도 상주시 낙동면 신상리			4788033028	경상북도 상주군 낙동면 신상리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033028 > 4725033028 | [법정동명 변경내역]: 상주군 > 상주시
4725033029	경상북도 상주시 낙동면 화산리			4788033029	경상북도 상주군 낙동면 화산리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033029 > 4725033029 | [법정동명 변경내역]: 상주군 > 상주시
4725033030	경상북도 상주시 낙동면 내곡리			4788033030	경상북도 상주군 낙동면 내곡리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033030 > 4725033030 | [법정동명 변경내역]: 상주군 > 상주시
4725033031	경상북도 상주시 낙동면 운평리			4788033031	경상북도 상주군 낙동면 운평리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033031 > 4725033031 | [법정동명 변경내역]: 상주군 > 상주시
4725033032	경상북도 상주시 낙동면 승곡리			4788033032	경상북도 상주군 낙동면 승곡리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033032 > 4725033032 | [법정동명 변경내역]: 상주군 > 상주시
4725033033	경상북도 상주시 낙동면 비룡리			4788033033	경상북도 상주군 낙동면 비룡리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033033 > 4725033033 | [법정동명 변경내역]: 상주군 > 상주시
4725033034	경상북도 상주시 낙동면 용포리			4788033034	경상북도 상주군 낙동면 용포리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033034 > 4725033034 | [법정동명 변경내역]: 상주군 > 상주시
4725033035	경상북도 상주시 낙동면 수정리			4788033035	경상북도 상주군 낙동면 수정리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033035 > 4725033035 | [법정동명 변경내역]: 상주군 > 상주시
4725033036	경상북도 상주시 낙동면 신오리			4788033036	경상북도 상주군 낙동면 신오리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033036 > 4725033036 | [법정동명 변경내역]: 상주군 > 상주시
4725033037	경상북도 상주시 낙동면 유곡리			4788033037	경상북도 상주군 낙동면 유곡리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788033037 > 4725033037 | [법정동명 변경내역]: 상주군 > 상주시
4725034000	경상북도 상주시 청리면			4788034000	경상북도 상주군 청리면	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034000 > 4725034000 | [법정동명 변경내역]: 상주군 > 상주시
4725034021	경상북도 상주시 청리면 원장리			4788034021	경상북도 상주군 청리면 원장리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034021 > 4725034021 | [법정동명 변경내역]: 상주군 > 상주시
4725034022	경상북도 상주시 청리면 월로리			4788034022	경상북도 상주군 청리면 월로리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034022 > 4725034022 | [법정동명 변경내역]: 상주군 > 상주시
4725034023	경상북도 상주시 청리면 청하리			4788034023	경상북도 상주군 청리면 청하리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034023 > 4725034023 | [법정동명 변경내역]: 상주군 > 상주시
4725034024	경상북도 상주시 청리면 청상리			4788034024	경상북도 상주군 청리면 청상리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034024 > 4725034024 | [법정동명 변경내역]: 상주군 > 상주시
4725034025	경상북도 상주시 청리면 마공리			4788034025	경상북도 상주군 청리면 마공리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034025 > 4725034025 | [법정동명 변경내역]: 상주군 > 상주시
4725034026	경상북도 상주시 청리면 가천리			4788034026	경상북도 상주군 청리면 가천리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034026 > 4725034026 | [법정동명 변경내역]: 상주군 > 상주시
4725034027	경상북도 상주시 청리면 하초리			4788034027	경상북도 상주군 청리면 하초리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034027 > 4725034027 | [법정동명 변경내역]: 상주군 > 상주시
4725034028	경상북도 상주시 청리면 수상리			4788034028	경상북도 상주군 청리면 수상리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034028 > 4725034028 | [법정동명 변경내역]: 상주군 > 상주시
4725034029	경상북도 상주시 청리면 덕산리			4788034029	경상북도 상주군 청리면 덕산리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034029 > 4725034029 | [법정동명 변경내역]: 상주군 > 상주시
4725034030	경상북도 상주시 청리면 율리			4788034030	경상북도 상주군 청리면 율리리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034030 > 4725034030 | [법정동명 변경내역]: 상주군 율리리 > 상주시 율리
4725034031	경상북도 상주시 청리면 삼괴리			4788034031	경상북도 상주군 청리면 삼괴리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034031 > 4725034031 | [법정동명 변경내역]: 상주군 > 상주시
4725034032	경상북도 상주시 청리면 학하리			4788034032	경상북도 상주군 청리면 학하리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788034032 > 4725034032 | [법정동명 변경내역]: 상주군 > 상주시
4725035000	경상북도 상주시 공성면			4788035000	경상북도 상주군 공성면	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035000 > 4725035000 | [법정동명 변경내역]: 상주군 > 상주시
4725035021	경상북도 상주시 공성면 옥산리			4788035021	경상북도 상주군 공성면 옥산리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035021 > 4725035021 | [법정동명 변경내역]: 상주군 > 상주시
4725035022	경상북도 상주시 공성면 금계리			4788035022	경상북도 상주군 공성면 금계리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035022 > 4725035022 | [법정동명 변경내역]: 상주군 > 상주시
4725035023	경상북도 상주시 공성면 장동리			4788035023	경상북도 상주군 공성면 장동리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035023 > 4725035023 | [법정동명 변경내역]: 상주군 > 상주시
4725035024	경상북도 상주시 공성면 거창리			4788035024	경상북도 상주군 공성면 거창리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035024 > 4725035024 | [법정동명 변경내역]: 상주군 > 상주시
4725035025	경상북도 상주시 공성면 영오리			4788035025	경상북도 상주군 공성면 영오리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035025 > 4725035025 | [법정동명 변경내역]: 상주군 > 상주시
4725035026	경상북도 상주시 공성면 이화리			4788035026	경상북도 상주군 공성면 이화리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035026 > 4725035026 | [법정동명 변경내역]: 상주군 > 상주시
4725035027	경상북도 상주시 공성면 산현리			4788035027	경상북도 상주군 공성면 산현리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035027 > 4725035027 | [법정동명 변경내역]: 상주군 > 상주시
4725035028	경상북도 상주시 공성면 평천리			4788035028	경상북도 상주군 공성면 평천리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035028 > 4725035028 | [법정동명 변경내역]: 상주군 > 상주시
4725035029	경상북도 상주시 공성면 무곡리			4788035029	경상북도 상주군 공성면 무곡리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035029 > 4725035029 | [법정동명 변경내역]: 상주군 > 상주시
4725035030	경상북도 상주시 공성면 용안리			4788035030	경상북도 상주군 공성면 용안리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035030 > 4725035030 | [법정동명 변경내역]: 상주군 > 상주시
4725035031	경상북도 상주시 공성면 초오리			4788035031	경상북도 상주군 공성면 초오리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035031 > 4725035031 | [법정동명 변경내역]: 상주군 > 상주시
4725035032	경상북도 상주시 공성면 인창리			4788035032	경상북도 상주군 공성면 인창리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035032 > 4725035032 | [법정동명 변경내역]: 상주군 > 상주시
4725035033	경상북도 상주시 공성면 용신리			4788035033	경상북도 상주군 공성면 용신리	1988-04-23	1995-01-01	[법정동코드 변경내역] 4788035033 > 4725035033 | [법정동명 변경내역]: 상주군 > 상주시
